0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,Fraudulent
-0.10114995862399112,-0.3082051570526282,-1.0381901508653641,-1.1796525930385708,1.1506292818960686,0.7893972908443088,1.3166581158949804,1.3805053237516405,0.148611763919804,-0.4545885372329366,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.9209796158703037,-0.3082051570526282,0.5915873142119897,0.7935982876019957,-0.99467090619586,-0.805417934700922,1.6574228441600833,-1.373070668572366,-0.46524657757275134,0.2099307149262968,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7111671954603093,-0.3082051570526282,-1.4237289060449534,-1.4153210793979791,0.13982886378356194,-1.240367541667803,-0.8415184964506718,1.6558629229840411,-0.16195079327870351,-0.4728966959732471,1.7590241083383296,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,1.0893326947053403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
-0.6078475885554481,3.2445920424012993,-1.336106461685956,-1.5009408746239221,1.332644042500244,-1.5303339463123906,-0.6143420109406031,-0.27164027164276333,0.056022827419219746,-0.4813768256440107,1.7590241083383296,-0.2452841728902375,6.481570233220654,-0.06533100024698385,2.854863804438469,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.4873572654722471,-0.3082051570526282,1.1698954469813734,1.1112477278902442,0.12392466140067285,-0.37046832773404087,-0.2735772826755002,-0.27164027164276333,-0.09074906667923079,-0.1400382728585594,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.0945496888954251,-0.3082051570526282,1.1698954469813734,-0.2715833148380904,-0.6553812553608926,0.9343804931666025,-1.1822832247157746,-0.546997870875164,-0.21249297281537288,0.11776445711523639,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.01572723694466498,-0.3082051570526282,-0.3196861071215845,-1.4295910452689697,-1.0741919181103055,-1.3853507439900967,1.203069873139946,-1.373070668572366,0.6221609414207346,-0.023311639491608457,1.7590241083383296,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,1.0893326947053403,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2980156961048754,-0.3082051570526282,-1.0557146397371637,-1.5826364292353428,-0.7066281297057575,0.9343804931666025,0.862305144874843,1.6558629229840411,0.7686593459874055,-0.3577555413955127,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.2793572412952751,-0.3082051570526282,1.29256686908397,0.37213484560229126,1.1700677514751554,-0.805417934700922,0.7487169021198087,-0.27164027164276333,-0.32875805412718734,-0.26201589560997973,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.6077206602914372,-0.3082051570526282,-0.7928473066601711,0.3906858012345787,-0.3585028108802963,0.20946448155513395,-0.7279302536956375,0.5544325260544386,-0.3978285334745045,-0.35058209837213095,-0.5684970406372967,-0.2452841728902375,-0.15428360166099842,-0.06533100024698385,-0.6761984150277883,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
